frame,landmark_id,x,y,z
0,0,0.47641175985336304,0.1269759237766266,-0.03080575354397297
0,1,0.48138099908828735,0.11109742522239685,-0.05443489924073219
0,2,0.4826575815677643,0.11117541790008545,-0.054511867463588715
0,3,0.4839595556259155,0.11151757836341858,-0.05458570644259453
0,4,0.48109757900238037,0.11014926433563232,-0.02108573354780674
0,5,0.4821612238883972,0.10950648784637451,-0.021078532561659813
0,6,0.4833142161369324,0.10906049609184265,-0.021103817969560623
0,7,0.4964631497859955,0.12048891186714172,-0.1076999306678772
0,8,0.4974595308303833,0.1189638003706932,0.04022117704153061
0,9,0.4809975326061249,0.14418932795524597,-0.046902284026145935
0,10,0.4803371727466583,0.14276155829429626,-0.004213135689496994
0,11,0.507287323474884,0.215748131275177,-0.1887304037809372
0,12,0.5287074446678162,0.21867722272872925,0.14234498143196106
0,13,0.5207579135894775,0.3378360867500305,-0.1568596214056015
0,14,0.5710827112197876,0.3183339834213257,0.17663078010082245
0,15,0.464136004447937,0.34356820583343506,-0.013199624605476856
0,16,0.5546512603759766,0.38987407088279724,0.12666024267673492
0,17,0.4495042562484741,0.3405951261520386,-0.01674598455429077
0,18,0.5721490979194641,0.4061907231807709,0.12216797471046448
0,19,0.45310071110725403,0.32766658067703247,-0.009323250502347946
0,20,0.5503070950508118,0.39968597888946533,0.10700119286775589
0,21,0.4583064913749695,0.32888439297676086,-0.0034481482580304146
0,22,0.5476077198982239,0.3963261544704437,0.11698134243488312
0,23,0.5461222529411316,0.46338164806365967,-0.11067751049995422
0,24,0.5348386168479919,0.45759499073028564,0.11068645864725113
0,25,0.5701346397399902,0.6552061438560486,-0.1133231371641159
0,26,0.4593958258628845,0.5713710784912109,0.12487560510635376
0,27,0.6408151388168335,0.802212119102478,-0.08299156278371811
0,28,0.5554142594337463,0.6176913976669312,0.33174386620521545
0,29,0.6632477641105652,0.8228083848953247,-0.08168098330497742
0,30,0.5699951648712158,0.602514386177063,0.3524022698402405
0,31,0.605742871761322,0.8649041652679443,-0.15099561214447021
0,32,0.5718496441841125,0.6745675802230835,0.3773330748081207
1,0,0.4764597713947296,0.119864821434021,-0.03562955558300018
1,1,0.4815291464328766,0.1039966568350792,-0.059534426778554916
1,2,0.4827156066894531,0.1042228564620018,-0.059591591358184814
1,3,0.4839693307876587,0.10469196736812592,-0.05963526666164398
1,4,0.481537401676178,0.10256438702344894,-0.027008771896362305
1,5,0.48269179463386536,0.10177423059940338,-0.026992809027433395
1,6,0.483989417552948,0.10130786895751953,-0.026994813233613968
1,7,0.4958984851837158,0.11329390108585358,-0.11523373425006866
1,8,0.4977031946182251,0.11176850646734238,0.030342424288392067
1,9,0.4810120463371277,0.13743335008621216,-0.05290205404162407
1,10,0.48042598366737366,0.1361159086227417,-0.011037500575184822
1,11,0.5044985413551331,0.20881476998329163,-0.19551941752433777
1,12,0.5293181538581848,0.21479906141757965,0.12810581922531128
1,13,0.5118891596794128,0.33192116022109985,-0.15649917721748352
1,14,0.5772222876548767,0.30031147599220276,0.1719444841146469
1,15,0.46382462978363037,0.3209546208381653,0.0167656522244215
1,16,0.5556207299232483,0.37864768505096436,0.13065651059150696
1,17,0.4494583010673523,0.3169657289981842,0.01503798272460699
1,18,0.559099018573761,0.39501187205314636,0.12562379240989685
1,19,0.45309969782829285,0.3026610314846039,0.022923020645976067
1,20,0.5503073930740356,0.39054518938064575,0.10895498096942902
1,21,0.45822903513908386,0.30319178104400635,0.026809584349393845
1,22,0.5482033491134644,0.38595089316368103,0.12071170657873154
1,23,0.5433372855186462,0.4560135006904602,-0.10887644439935684
1,24,0.5342504382133484,0.4556894898414612,0.1088324636220932
1,25,0.5846762657165527,0.6335775256156921,-0.12358768284320831
1,26,0.4588077664375305,0.5625014901161194,0.14268992841243744
1,27,0.6569935083389282,0.779545783996582,-0.09472345560789108
1,28,0.5404582619667053,0.6557251214981079,0.3076378107070923
1,29,0.678220272064209,0.7933597564697266,-0.09299220889806747
1,30,0.5574406385421753,0.6569992303848267,0.3207036554813385
1,31,0.64726722240448,0.8603160977363586,-0.1703943908214569
1,32,0.5299559831619263,0.7488433718681335,0.3185538649559021
2,0,0.4765937030315399,0.11215048283338547,0.0409032367169857
2,1,0.48165443539619446,0.0957951471209526,0.015831386670470238
2,2,0.4827558398246765,0.09595625102519989,0.01581438258290291
2,3,0.4839734733104706,0.09640060365200043,0.01579008251428604
2,4,0.4820324182510376,0.09456992149353027,0.04430673271417618
2,5,0.48329541087150574,0.0938919335603714,0.04432931914925575
2,6,0.4847544729709625,0.09349441528320312,0.04432240501046181
2,7,0.49576762318611145,0.10494544357061386,-0.051799263805150986
2,8,0.49811407923698425,0.10363569855690002,0.07743045687675476
2,9,0.4812715947628021,0.12964209914207458,0.019658178091049194
2,10,0.4811140298843384,0.1284833401441574,0.05651072785258293
2,11,0.5041844248771667,0.1965213119983673,-0.14733681082725525
2,12,0.5317635536193848,0.20455564558506012,0.15382088720798492
2,13,0.5033891201019287,0.3153250515460968,-0.08158325403928757
2,14,0.5821829438209534,0.2754175364971161,0.20296543836593628
2,15,0.4692912995815277,0.2941874563694,0.1321256458759308
2,16,0.557208240032196,0.3579871952533722,0.1918683797121048
2,17,0.4593220055103302,0.28841423988342285,0.14335152506828308
2,18,0.5588216185569763,0.37717726826667786,0.1940537691116333
2,19,0.4628779888153076,0.27753594517707825,0.15051035583019257
2,20,0.5519620776176453,0.37543728947639465,0.17808541655540466
2,21,0.46729564666748047,0.27889522910118103,0.14312294125556946
2,22,0.5505757927894592,0.37018322944641113,0.18328286707401276
2,23,0.5407182574272156,0.4436585307121277,-0.11056346446275711
2,24,0.534165620803833,0.44727829098701477,0.11037272959947586
2,25,0.6003361940383911,0.6110978126525879,-0.1642802208662033
2,26,0.45536544919013977,0.5533474683761597,0.124913789331913
2,27,0.6848543882369995,0.7346691489219666,-0.15301276743412018
2,28,0.4985428750514984,0.7149162888526917,0.21510963141918182
2,29,0.7062070369720459,0.7381640672683716,-0.15024441480636597
2,30,0.5171760320663452,0.7431637048721313,0.2214019000530243
2,31,0.6921094059944153,0.8284273147583008,-0.20966662466526031
2,32,0.46244585514068604,0.7843664884567261,0.2065882831811905
3,0,0.47644779086112976,0.10754889249801636,0.039582621306180954
3,1,0.4814088046550751,0.09099368751049042,0.014242269098758698
3,2,0.4824770987033844,0.09096082299947739,0.014234061352908611
3,3,0.48365020751953125,0.0911838561296463,0.01421283558011055
3,4,0.48179763555526733,0.090111143887043,0.042771317064762115
3,5,0.4830571711063385,0.0894029289484024,0.04280306026339531
3,6,0.4845012128353119,0.08893910050392151,0.042805492877960205
3,7,0.49497121572494507,0.09926918148994446,-0.05217208340764046
3,8,0.4976416826248169,0.09812843054533005,0.07838130742311478
3,9,0.48126956820487976,0.1250140219926834,0.019530845806002617
3,10,0.48107782006263733,0.12427029758691788,0.05681494250893593
3,11,0.5030666589736938,0.1911860555410385,-0.13873931765556335
3,12,0.5322743058204651,0.19735465943813324,0.15092554688453674
3,13,0.4941794276237488,0.311332106590271,-0.06327842175960541
3,14,0.5870600342750549,0.26571398973464966,0.19487038254737854
3,15,0.47200900316238403,0.2866459786891937,0.1579800248146057
3,16,0.5582354068756104,0.34687092900276184,0.17243972420692444
3,17,0.46447592973709106,0.2769945561885834,0.17072173953056335
3,18,0.5587688088417053,0.36016547679901123,0.17517420649528503
3,19,0.4699294865131378,0.2694355845451355,0.1797943413257599
3,20,0.5522439479827881,0.3581525385379791,0.15894609689712524
3,21,0.4733612835407257,0.27254000306129456,0.16947275400161743
3,22,0.5515472888946533,0.3535418212413788,0.16396285593509674
3,23,0.539190411567688,0.44094938039779663,-0.10936226695775986
3,24,0.5341924428939819,0.4448343515396118,0.10911857336759567
3,25,0.6009939312934875,0.6084842085838318,-0.15968558192253113
3,26,0.45557543635368347,0.5556591749191284,0.14855451881885529
3,27,0.7031428217887878,0.6764692664146423,-0.1301172524690628
3,28,0.4666910171508789,0.7474192976951599,0.2402217537164688
3,29,0.7209746837615967,0.6612464189529419,-0.12551960349082947
3,30,0.47833672165870667,0.7844076752662659,0.24639098346233368
3,31,0.7191990613937378,0.7693944573402405,-0.17823180556297302
3,32,0.4209829866886139,0.7992051839828491,0.22887438535690308
4,0,0.4754795730113983,0.10376741737127304,0.053831666707992554
4,1,0.4807828962802887,0.08735247701406479,0.02988758124411106
4,2,0.4818732738494873,0.08729445189237595,0.02985972911119461
4,3,0.48304256796836853,0.08746416866779327,0.02982034720480442
4,4,0.4812028408050537,0.08668980002403259,0.05686788260936737
4,5,0.4824892580509186,0.08608739078044891,0.056900668889284134
4,6,0.4839298129081726,0.08566237986087799,0.05690040439367294
4,7,0.493999183177948,0.09615781903266907,-0.03549186885356903
4,8,0.49664586782455444,0.09489992260932922,0.08906681090593338
4,9,0.4807024300098419,0.12144792824983597,0.033656422048807144
4,10,0.4804324805736542,0.12072554975748062,0.06920426338911057
4,11,0.5025080442428589,0.18443939089775085,-0.11359778046607971
4,12,0.5321915149688721,0.19504208862781525,0.14938899874687195
4,13,0.4949055016040802,0.2951282858848572,-0.03161856532096863
4,14,0.5870493650436401,0.263923704624176,0.19138459861278534
4,15,0.4789065420627594,0.29195109009742737,0.1989256888628006
4,16,0.5566416382789612,0.3463927209377289,0.17190882563591003
4,17,0.47443222999572754,0.2888612747192383,0.21607981622219086
4,18,0.5536815524101257,0.35895833373069763,0.17525403201580048
4,19,0.477453351020813,0.28047269582748413,0.2209578901529312
4,20,0.5484136939048767,0.35698240995407104,0.15719091892242432
4,21,0.48082995414733887,0.28203949332237244,0.20919454097747803
4,22,0.5482009053230286,0.35231879353523254,0.1627519577741623
4,23,0.5381767153739929,0.44141292572021484,-0.09727457910776138
4,24,0.5307234525680542,0.44582363963127136,0.09701196104288101
4,25,0.5956700444221497,0.6103700995445251,-0.14853444695472717
4,26,0.4654224216938019,0.5849597454071045,0.1478888988494873
4,27,0.7044041156768799,0.6178626418113708,-0.10067233443260193
4,28,0.44694003462791443,0.7786569595336914,0.18979249894618988
4,29,0.7235825657844543,0.5895437598228455,-0.09137031435966492
4,30,0.4570412337779999,0.8137696385383606,0.19041529297828674
4,31,0.7359964847564697,0.6927258372306824,-0.09894482791423798
4,32,0.3942717909812927,0.807144045829773,0.1695815473794937
5,0,0.4751800298690796,0.10561857372522354,0.05909930169582367
5,1,0.4802474081516266,0.08979588001966476,0.03633541241288185
5,2,0.4813687205314636,0.0898033007979393,0.036322325468063354
5,3,0.4825837016105652,0.09004898369312286,0.03628147765994072
5,4,0.48059940338134766,0.08903813362121582,0.056852325797080994
5,5,0.48186686635017395,0.08844529092311859,0.05687445029616356
5,6,0.4832748472690582,0.0880439355969429,0.05684967339038849
5,7,0.4931989908218384,0.09860562533140182,-0.024639839306473732
5,8,0.49557140469551086,0.09726642817258835,0.0758158415555954
5,9,0.48057177662849426,0.12265298515558243,0.04134473204612732
5,10,0.4801696836948395,0.1210523471236229,0.06843987852334976
5,11,0.49960845708847046,0.1867855340242386,-0.09985756874084473
5,12,0.5322064161300659,0.1971062868833542,0.12381263822317123
5,13,0.4916567802429199,0.3027257025241852,-0.0067170956172049046
5,14,0.5853159427642822,0.2732408046722412,0.15780052542686462
5,15,0.4791475534439087,0.3095921576023102,0.24610696732997894
5,16,0.5505994558334351,0.3521823287010193,0.1636124700307846
5,17,0.47390440106391907,0.31434160470962524,0.26531580090522766
5,18,0.5442906618118286,0.36579495668411255,0.16956984996795654
5,19,0.47722721099853516,0.3054603934288025,0.2736567258834839
5,20,0.5404245853424072,0.36284568905830383,0.15040163695812225
5,21,0.48060309886932373,0.30450886487960815,0.2567403018474579
5,22,0.5410956740379333,0.3587617874145508,0.15444017946720123
5,23,0.5369117259979248,0.4423563778400421,-0.0927877202630043
5,24,0.5291299223899841,0.44675084948539734,0.09263376146554947
5,25,0.5844812393188477,0.616474986076355,-0.10482097417116165
5,26,0.4813796877861023,0.6035585403442383,0.14749497175216675
5,27,0.6892291307449341,0.5696377754211426,0.0004539962683338672
